user_name;hour;timezone
kcooney"";"9";"-8"
MmmCurry"";"7";"None"
deadprogrammer"";"19";"None"
brow"";"17";"-8"
charliesome"";"13";"10"
kkaefer"";"20";"1"
pietern"";"21";"-8"
richleland"";"14";"-5"
Marak"";"17";"-8"
nzakas"";"8";"-8"
scannell"";"7";"None"
jasonmorrissey"";"2";"10"
alexgorbatchev"";"10";"-8"
zarvox"";"14";"-8"
ammmir"";"16";"-8"
funkotron"";"15";"0"
IgorMinar"";"11";"-8"
rivera-ernesto"";"16";"9"
spraints"";"10";"-5"
bfleischer"";"0";"1"
Herzult"";"10";"1"
timruffles"";"9";"0"
macfanatic"";"20";"-5"
Yaffle"";"11";"None"
RoyJacobs"";"17";"1"
elinw"";"12";"None"
xlexi"";"21";"1"
tomfaulhaber"";"18";"-8"
chrisumbel"";"6";"None"
pkrumins"";"22";"2"
pa7"";"0";"1"
rachelbaker"";"21";"-6"
heynemann"";"15";"-3"
leahxschmidt"";"13";"None"
allmarkedup"";"17";"0"
k88hudson"";"12";"None"
derekwyatt"";"12";"None"
kirs"";"15";"3"
gildas-lormeau"";"1";"1"
jonallured"";"8";"-6"
mhoran"";"22";"-5"
bbatsov"";"18";"2"
eMxyzptlk"";"11";"-8"
aFarkas"";"20";"1"
fengmk2"";"18";"8"
dethe"";"15";"-8"
NealKemp"";"23";"-8"
dougwilson"";"13";"-5"
jgilfelt"";"20";"0"
dhotson"";"22";"10"
cronopio"";"12";"-5"
tea-dragon"";"16";"-5"
hbbio"";"3";"-8"
mjijackson"";"10";"-8"
jfahrenkrug"";"14";"-5"
mattmanning"";"19";"-5"
minrk"";"15";"-8"
balupton"";"16";"10"
macteo"";"12";"1"
itechnology"";"23";"1"
andreasbernhard"";"0";"1"
avalanche123"";"12";"-8"
jakl"";"10";"-8"
alexgibson"";"14";"0"
JamesMGreene"";"23";"-6"
treffynnon"";"11";"0"
sbosley"";"14";"None"
ubuwaits"";"0";"1"
mickaelandrieu"";"1";"1"
gothfox"";"4";"None"
tooky"";"17";"0"
topfunky"";"22";"-8"
jch"";"13";"-8"
shaneharter"";"11";"None"
chrisdavenport"";"12";"None"
rstoyanchev"";"21";"-5"
zurbchris"";"15";"None"
techiferous"";"16";"-5"
dextercowley"";"16";"-8"
cowboyd"";"16";"-6"
Lokaltog"";"17";"1"
boctor"";"13";"-6"
ncb000gt"";"10";"-5"
ebidel"";"17";"-8"
egirshov"";"14";"None"
verekia"";"8";"None"
ryanramage"";"13";"-6"
benspaulding"";"10";"-7"
jonmak08"";"10";"None"
orkel"";"11";"None"
tarcieri"";"23";"-8"
powmedia"";"11";"0"
joelambert"";"8";"0"
jgm"";"22";"-8"
bengremillion"";"20";"None"
danielstocks"";"13";"1"
patthoyts"";"14";"0"
sergeychernyshev"";"16";"-5"
Raynes"";"17";"-8"
lifesinger"";"10";"8"
luizcosta"";"20";"-3"
fgnass"";"9";"1"
jcrugzz"";"1";"-5"
seanami"";"13";"-8"
syohex"";"0";"9"
vakata"";"11";"2"
natecavanaugh"";"9";"-8"
shayne"";"15";"-8"
kolber"";"11";"10"
onedayitwillmake"";"18";"-5"
fgrehm"";"23";"-3"
fnordfish"";"12";"1"
amasad"";"1";"-5"
erwaller"";"15";"None"
ggilder"";"12";"-8"
idflood"";"4";"None"
b4winckler"";"7";"None"
ehynds"";"8";"-5"
nightwing"";"16";"4"
mduvall"";"22";"-8"
marpaia"";"13";"-8"
maxkfranz"";"16";"-5"
ccampbell"";"21";"-5"
michaelklishin"";"11";"None"
shevaun"";"14";"10"
mcavage"";"8";"-8"
jsor"";"9";"1"
myell0w"";"13";"1"
mdo"";"14";"-8"
thomasdavis"";"17";"10"
calebthompson"";"13";"-5"
pascalh1011"";"16";"2"
gavinandresen"";"19";"-5"
mattr-"";"22";"-6"
stevegraham"";"2";"0"
arr-ee"";"1";"3"
kjvarga"";"16";"-6"
NV"";"9";"-8"
evadne"";"22";"10"
devgeeks"";"10";"10"
derekcollison"";"19";"-8"
juj"";"14";"None"
Rican7"";"2";"-5"
pinaypunto"";"1";"None"
EvilTosha"";"5";"None"
aehlke"";"1";"-5"
tanepiper"";"11";"0"
fidian"";"21";"-6"
georgemandis"";"8";"None"
progrium"";"18";"-8"
mislav"";"16";"1"
fullbridge-batkins"";"14";"-5"
mrtazz"";"17";"-5"
chrismiles"";"10";"10"
jlembeck"";"10";"-8"
aroben"";"16";"-5"
puls"";"10";"-8"
mroth"";"16";"-5"
rscarvalho"";"8";"-4"
ai"";"14";"3"
somerandomdude"";"22";"-8"
jeresig"";"23";"-5"
idiot"";"16";"0"
yob"";"0";"10"
jdfreder"";"15";"None"
sferik"";"17";"1"
guilleiguaran"";"0";"-5"
happyworm"";"19";"0"
scttnlsn"";"12";"-5"
spf13"";"10";"-5"
davidlao2k"";"11";"None"
jhudson8"";"18";"None"
jvarley"";"11";"None"
a2"";"0";"-5"
dbhurley"";"15";"-5"
chrisp-fb"";"16";"None"
elgenie"";"11";"-8"
tapmodo"";"16";"-8"
timothyej"";"23";"1"
davidjrice"";"18";"0"
pstadler"";"13";"1"
adzap"";"9";"10"
lithium3141"";"9";"None"
florentx"";"15";"None"
jasonlewis"";"11";"0"
zenmatt"";"21";"-5"
mourner"";"17";"2"
Keithbsmiley"";"10";"-5"
tkellen"";"11";"-5"
turadg"";"9";"-8"
yrashk"";"10";"-8"
holman"";"18";"-8"
emile"";"4";"None"
anildash"";"13";"-5"
ivansafrin"";"15";"None"
lian"";"21";"1"
stephanemoore"";"13";"None"
senny"";"9";"1"
caseywebdev"";"11";"-6"
ZJONSSON"";"18";"None"
albertz"";"16";"1"
psychs"";"8";"-8"
aranhoide"";"8";"None"
johnyma22"";"6";"None"
jweinberg"";"13";"None"
tomwhite"";"7";"None"
m1ch1"";"18";"None"
pokonski"";"18";"1"
imathis"";"23";"-6"
anandology"";"12";"6"
thomasgriffin"";"16";"-5"
fat"";"20";"-8"
glyphobet"";"11";"None"
sn6uv"";"20";"None"
brutuscat"";"17";"1"
rvoicilas"";"13";"None"
mludvig"";"16";"12"
JoelKatz"";"12";"-8"
kripken"";"17";"None"
ferventcoder"";"5";"-6"
joneslee85"";"0";"10"
kcbanner"";"17";"-5"
maintux"";"12";"1"
JakeWharton"";"22";"-8"
dmethvin"";"22";"-5"
samhendley"";"19";"None"
pksunkara"";"10";"None"
kneath"";"9";"-8"
ggreer"";"17";"-8"
xenda"";"20";"-5"
agustincordes"";"18";"-3"
MatthewMueller"";"15";"-8"
seebi"";"15";"1"
gunn"";"14";"12"
dkubb"";"0";"-8"
cheeaun"";"23";"8"
hikalkan"";"21";"2"
abh"";"22";"-8"
kylefiedler"";"13";"None"
niden"";"10";"-5"
matsko"";"17";"-5"
gimite"";"23";"9"
Soliah"";"10";"10"
myronmarston"";"23";"-8"
kswedberg"";"17";"-5"
ilya"";"20";"-8"
rurban"";"14";"-6"
igrigorik"";"19";"-8"
dormando"";"0";"None"
harthur"";"15";"-8"
JulienMoumne"";"9";"None"
tadatuta"";"23";"2"
joshuaArd"";"12";"None"
mastahyeti"";"10";"-6"
jonas"";"21";"-5"
douglascrockford"";"10";"None"
gregsexton"";"11";"0"
jonathanpuckey"";"10";"None"
es128"";"10";"-5"
markburns"";"7";"0"
dannygreg"";"14";"-8"
bocon13"";"16";"None"
incanus"";"14";"-8"
SlexAxton"";"16";"-6"
mrdavidlaing"";"16";"0"
pkozlowski-opensource"";"12";"-6"
sobrinho"";"13";"-4"
thomasyip"";"0";"-8"
rkh"";"17";"1"
jspahrsummers"";"23";"-8"
troels"";"6";"None"
lisachenko"";"22";"3"
seenmyfate"";"12";"0"
eastridge"";"16";"-8"
stephenmckinney"";"22";"-5"
peterkeating"";"17";"0"
n1k0"";"15";"1"
3rd-Eden"";"11";"1"
thibaudgg"";"8";"1"
josegonzalez"";"15";"-5"
smsohan"";"10";"-7"
jussi-kalliokoski"";"13";"2"
bwhaley"";"12";"None"
zerkella"";"20";"None"
yaoweibin"";"17";"8"
antirez"";"11";"1"
ataranto"";"16";"-8"
godlygeek"";"1";"-5"
pickhardt"";"21";"-8"
ronkorving"";"19";"9"
whomwah"";"13";"0"
csquared"";"15";"-8"
dmajda"";"16";"1"
jdg"";"17";"-6"
Byron"";"23";"1"
kikito"";"1";"1"
ded"";"12";"-8"
caniszczyk"";"16";"-6"
rcrowley"";"17";"-8"
cortesi"";"11";"12"
shiftkey"";"13";"10"
hvoigt"";"13";"None"
jiangxin"";"9";"8"
dchester"";"9";"-5"
fabiomcosta"";"16";"-8"
nbibler"";"22";"-5"
vitmalina"";"9";"None"
jaliss"";"14";"None"
liuliu"";"22";"-8"
stubbornella"";"23";"-8"
stig"";"22";"0"
calebmdavenport"";"21";"None"
Viras-"";"10";"None"
albus522"";"11";"None"
dpvc"";"12";"None"
TrevorBurnham"";"13";"-5"
alexreisner"";"13";"-5"
saberma"";"23";"8"
fnando"";"14";"-3"
FabianFrank"";"15";"-8"
dgryski"";"21";"1"
javruben"";"17";"1"
rphillips"";"10";"-6"
dblock"";"9";"-5"
warpech"";"13";"1"
puckey"";"21";"1"
EppO"";"13";"None"
sahilm"";"9";"None"
kosaki"";"17";"-5"
jbogard"";"13";"-6"
indexzero"";"23";"-5"
RedWolves"";"14";"-5"
remiprev"";"8";"-5"
packetmonkey"";"10";"-5"
cristiandouce"";"19";"-3"
stephband"";"6";"None"
spulec"";"22";"-5"
starzonmyarmz"";"9";"-5"
joshuaclayton"";"9";"-5"
chrisdone"";"12";"1"
laurentj"";"10";"1"
necolas"";"13";"-8"
titoBouzout"";"18";"-3"
garand"";"18";"-5"
michaeldv"";"21";"-8"
devisnik"";"1";"None"
ehsan"";"13";"-5"
wavded"";"20";"-6"
falkenbt"";"10";"None"
csswizardry"";"18";"0"
normanmaurer"";"7";"1"
dherman"";"14";"-8"
mattpat"";"21";"-5"
arian"";"0";"1"
victorporof"";"0";"None"
wrl"";"13";"1"
martinbean"";"22";"0"
meatballhat"";"22";"-5"
RevolutionAnalytics"";"11";"None"
mikeal"";"16";"-8"
mdomsch"";"22";"-6"
farnoy"";"7";"None"
crohr"";"16";"0"
walle"";"13";"1"
alanjrogers"";"17";"10"
rwz"";"22";"-5"
georgebrock"";"8";"1"
rolftimmermans"";"6";"None"
thedersen"";"13";"1"
kevinsimper"";"0";"1"
JamieLottering"";"18";"-8"
weierophinney"";"11";"-6"
thomas-mcdonald"";"13";"0"
cshum"";"3";"8"
infograf768"";"23";"None"
xslim"";"18";"1"
Bittarman"";"17";"0"
wbsun"";"23";"-7"
andrewfb"";"12";"-5"
vgod"";"14";"-5"
loopj"";"14";"-8"
blackgold9"";"14";"-8"
jseidelin"";"20";"1"
midgetspy"";"22";"-6"
dexteryy"";"17";"8"
todc"";"12";"-8"
atermenji"";"0";"2"
evandavis"";"10";"None"
ernie"";"8";"-5"
inducer"";"12";"-6"
Kronuz"";"11";"None"
Vitallium"";"0";"3"
SamSaffron"";"10";"10"
doctyper"";"10";"-8"
xetorthio"";"10";"-5"
mastrolinux"";"11";"1"
ezimuel"";"18";"1"
aanand"";"18";"0"
ebiermann"";"0";"None"
jzaefferer"";"17";"1"
afelix"";"22";"None"
demosdemon"";"16";"-6"
ask"";"15";"0"
ajashton"";"14";"-5"
keithamus"";"10";"0"
cjdelisle"";"5";"None"
mattbryson"";"0";"0"
jbuck"";"16";"-5"
kpdecker"";"13";"-6"
jverkoey"";"8";"-8"
pidster"";"0";"0"
cfis"";"0";"-7"
ewencp"";"10";"-8"
willkg"";"13";"None"
SLaks"";"23";"-5"
donv"";"23";"1"
tim-smart"";"15";"12"
jogu"";"2";"None"
trentrichardson"";"6";"None"
parsch"";"6";"None"
btford"";"13";"-8"
goncalossilva"";"18";"0"
asual"";"0";"2"
kukawski"";"1";"None"
opalang"";"5";"None"
robertodecurnex"";"18";"-3"
ginatrapani"";"14";"-5"
gvarela"";"15";"-7"
laserlemon"";"8";"-5"
josevalim"";"17";"1"
Dorvaryn"";"16";"1"
jvshahid"";"16";"-5"
pagekite"";"15";"0"
EvanDotPro"";"11";"-7"
BanzaiMan"";"15";"-5"
TheRealKerni"";"16";"1"
timrwood"";"10";"-8"
davidkaneda"";"11";"-8"
knowtheory"";"9";"-6"
velesin"";"20";"1"
BorisMoore"";"17";"-8"
monnand"";"20";"None"
riyad"";"0";"1"
reidmorrison"";"14";"-5"
chaoticbob"";"0";"None"
pengwynn"";"12";"-6"
RobertWHurst"";"12";"-8"
mwaterfall"";"16";"0"
zackkitzmiller"";"16";"-5"
greenrobot"";"14";"None"
mpetrovic"";"16";"-5"
Sannis"";"0";"3"
clobber"";"23";"None"
dscho"";"13";"None"
kuenishi"";"1";"9"
julianduque"";"1";"-5"
pbrisbin"";"17";"-5"
ghaida"";"15";"None"
mnutt"";"0";"-5"
friedger"";"13";"None"
Kiv"";"8";"None"
hkrish"";"21";"1"
sigmavirus24"";"21";"-6"
torvalds"";"11";"-8"
arshaw"";"0";"-8"
illfang"";"9";"None"
ifsnow"";"19";"9"
ehmorris"";"0";"-5"
jdennes"";"13";"1"
aslakhellesoy"";"20";"0"
lantz"";"15";"None"
rjemanuele"";"13";"-8"
derekprior"";"11";"-5"
kr"";"17";"-8"
bnoguchi"";"17";"-8"
mattyza"";"14";"2"
joestump"";"18";"-7"
d11wtq"";"22";"10"
cesutherland"";"16";"-5"
ender672"";"0";"-8"
blueimp"";"7";"None"
xcatsan"";"15";"None"
alexkingorg"";"11";"-7"
mishoo"";"1";"None"
JohnEarnest"";"0";"-5"
evanmoran"";"16";"-8"
ffainelli"";"14";"None"
giannis"";"17";"2"
brainsik"";"10";"-8"
randx"";"14";"2"
ichernev"";"0";"-8"
janjongboom"";"14";"1"
alandipert"";"1";"-5"
richardeakin"";"1";"-5"
bramstein"";"9";"1"
clojure-build"";"6";"None"
evanphx"";"7";"-8"
damelang"";"12";"-8"
indutny"";"18";"7"
brennannovak"";"18";"0"
FooBarWidget"";"10";"-6"
batter"";"16";"-5"
foxykeep"";"9";"-8"
gleicon"";"22";"-3"
bf4"";"14";"-6"
m5o"";"1";"None"
BeezyT"";"9";"1"
kkoch986"";"10";"-5"
iros"";"16";"-5"
cmaish"";"22";"None"
daviddarnes"";"14";"0"
mikeash"";"18";"None"
resmo"";"14";"1"
NARKOZ"";"17";"4"
brendandahl"";"10";"-8"
cgrand"";"16";"1"
purplefox"";"13";"2"
Kyros"";"11";"-8"
jasondavies"";"16";"0"
mleibman"";"11";"-8"
maraujop"";"18";"1"
Roendal"";"11";"1"
koush"";"10";"-8"
kennethreitz"";"14";"-5"
sole"";"17";"0"
gdavis"";"11";"-7"
javigomez"";"3";"None"
sandal"";"11";"-5"
habermann24"";"19";"1"
ericam"";"0";"-7"
dosire"";"4";"None"
Beaver6813"";"5";"None"
jrburke"";"17";"None"
SBoudrias"";"16";"-5"
kevinsmith"";"14";"-6"
alexch"";"11";"-8"
tom-de-smedt"";"13";"None"
dnschnur"";"15";"-8"
nanotech"";"19";"None"
buriy"";"0";"6"
woozzu"";"17";"9"
zaach"";"15";"-8"
hollance"";"16";"1"
scottdavis"";"12";"-5"
elm232"";"15";"-8"
facelessuser"";"8";"None"
ellisonbg"";"14";"-8"
obrie"";"10";"-5"
phalcon"";"7";"None"
robertpenner"";"1";"-6"
mwillbanks"";"9";"-6"
mikem"";"17";"None"
nrk"";"11";"1"
mahnunchik"";"0";"6"
mattkersley"";"15";"0"
davesantos"";"12";"None"
HansPinckaers"";"18";"1"
davidmoreno"";"12";"0"
KL-7"";"11";"-8"
richtera"";"21";"-5"
draco2003"";"15";"-5"
artemk"";"20";"2"
tpyo"";"16";"2"
haqu"";"12";"None"
ujihisa"";"22";"-8"
philogb"";"14";"-8"
einaros"";"10";"1"
shancarter"";"21";"-8"
TooTallNate"";"11";"-8"
unscriptable"";"15";"-5"
dragoonis"";"0";"0"
scottschiller"";"8";"-8"
justinlynn"";"22";"-8"
kyleve"";"10";"None"
adarsh"";"1";"-8"
ghusse"";"22";"1"
sirshurf"";"1";"None"
jessieay"";"16";"-8"
stefanodacchille"";"12";"1"
mojombo"";"22";"-8"
askoning"";"17";"1"
jjmata"";"8";"None"
tmatilai"";"5";"2"
adamwiggins"";"15";"-8"
jonobr1"";"17";"-8"
Candid"";"11";"None"
zzak"";"19";"-8"
stefanpenner"";"23";"-5"
pbakaus"";"12";"-8"
halfdan"";"0";"1"
lrsjng"";"20";"1"
nolman"";"8";"-8"
pmjones"";"13";"None"
simplethemes"";"22";"None"
Daxter"";"14";"None"
dmitryf"";"12";"None"
elskwid"";"23";"-8"
GaryJones"";"21";"0"
andymccurdy"";"12";"-8"
liquidx"";"14";"0"
dekimsey"";"10";"-6"
blakewatters"";"11";"-5"
johntyree"";"18";"-6"
ndbroadbent"";"1";"-8"
fredwu"";"14";"8"
ferrous26"";"16";"-5"
casademora"";"10";"-7"
bgrins"";"15";"-6"
jessicazurb"";"17";"None"
knu"";"9";"9"
narfbg"";"13";"2"
jordansissel"";"15";"-8"
knightdr"";"21";"-5"
ManuelKiessling"";"2";"1"
samaaron"";"22";"0"
lexandera"";"14";"1"
bobthecow"";"10";"None"
maccman"";"15";"-8"
hexid"";"14";"-7"
paulopmx"";"8";"8"
anthonytadina"";"10";"-8"
guille"";"8";"-8"
bebraw"";"21";"2"
Smartik89"";"8";"None"
jimjag"";"12";"None"
nornagon"";"23";"-8"
scrooloose"";"9";"0"
l3l0"";"12";"1"
JoelMarcey"";"15";"None"
diederich"";"9";"None"
jcobb"";"14";"None"
rgl"";"10";"0"
justindujardin"";"11";"-8"
bjeanes"";"22";"-8"
saschagehlich"";"13";"1"
bhollis"";"22";"-8"
tomaz"";"9";"1"
rudyrichter"";"7";"None"
burtlo"";"12";"-7"
robconery"";"10";"-10"
chriskempson"";"10";"0"
praeclarum"";"14";"-8"
cjohansen"";"23";"1"
MugunthKumar"";"15";"8"
muratayusuke"";"14";"9"
yields"";"2";"None"
meltingice"";"21";"-5"
cholmes"";"13";"None"
BourgerieQuentin"";"2";"None"
gabrielfalcao"";"11";"-5"
matej"";"11";"1"
tomafro"";"14";"0"
sindresorhus"";"0";"1"
MarkMYoung"";"14";"-5"
tomdale"";"14";"-8"
darkchaz"";"14";"None"
mattheworiordan"";"14";"0"
lamblin"";"12";"None"
piedar"";"16";"None"
valums"";"12";"None"
ijm"";"18";"None"
pmundkur"";"12";"None"
shin-"";"19";"1"
rogercampos"";"23";"1"
etrepum"";"11";"-8"
ptarjan"";"16";"-8"
marijnh"";"11";"1"
leehambley"";"16";"1"
leoner"";"12";"8"
fw42"";"17";"1"
DTrejo"";"13";"-8"
nateware"";"16";"-8"
xaizek"";"12";"None"
sqmk"";"22";"-8"
jterrace"";"14";"-8"
bfirsh"";"16";"0"
dschult"";"12";"None"
thedaniel"";"11";"-8"
kmike"";"4";"5"
ciaranj"";"14";"0"
Aaron1011"";"15";"-5"
sgrif"";"10";"-7"
ssafejava"";"20";"None"
RandomEtc"";"18";"-8"
erikwt"";"10";"1"
jarl-dk"";"10";"1"
unixmonkey"";"22";"-5"
timmywil"";"15";"-5"
tiff"";"15";"1"
Joachim31415"";"15";"0"
nsf"";"19";"5"
tom025"";"18";"0"
pgte"";"11";"0"
suskind"";"18";"None"
bradediger"";"14";"-6"
nst"";"13";"1"
Krinkle"";"0";"1"
peter-budo"";"18";"0"
richhickey"";"9";"-5"
sstephenson"";"17";"-6"
barttenbrinke"";"13";"1"
tblobaum"";"15";"-6"
notnoop"";"20";"-5"
fb55"";"15";"1"
Maks3w"";"9";"1"
lspcity"";"8";"None"
henriquemoody"";"15";"-3"
jaberg"";"16";"-5"
mttkay"";"18";"1"
repeatedly"";"18";"9"
int3"";"2";"-5"
lwright-sq"";"10";"10"
mkelly12"";"10";"-8"
bitwiseshiftleft"";"22";"None"
sgolemon"";"13";"-8"
eriwen"";"9";"-7"
erica"";"12";"-7"
Rip-Rip"";"7";"1"
colinmegill"";"23";"-8"
fdr"";"1";"None"
ericz"";"10";"-8"
michaelficarra"";"20";"-8"
danielmarbach"";"14";"None"
soyjavi"";"10";"1"
purcell"";"8";"0"
shadchin"";"16";"5"
flosse"";"18";"1"
chebee7i"";"20";"None"
chao"";"10";"8"
dongilbert"";"21";"-6"
fancyapps"";"15";"2"
tsteur"";"13";"None"
rymai"";"0";"1"
jnunemaker"";"13";"-5"
egorkhmelev"";"8";"3"
stepanhruda"";"13";"-5"
robin850"";"12";"1"
dagwieers"";"23";"1"
wildabeast"";"17";"-8"
samdunn"";"19";"-5"
manveru"";"9";"1"
leejarvis"";"14";"None"
saebekassebil"";"13";"1"
robertwijas"";"0";"1"
ryanb"";"20";"-5"
headjs"";"5";"None"
duhanebel"";"7";"None"
weslly"";"14";"-3"
nathangreenstein"";"10";"None"
derekjones"";"11";"None"
mereskin"";"21";"3"
siegfriedpammer"";"12";"None"
miguno"";"16";"1"
ashtom"";"17";"1"
karmi"";"19";"1"
qiao"";"14";"-8"
mjschranz"";"16";"-5"
probablycorey"";"15";"-8"
wvanbergen"";"15";"-5"
millermedeiros"";"19";"-3"
zwaldowski"";"12";"-5"
volmer"";"21";"-3"
wagenet"";"11";"-8"
zootreeves"";"2";"0"
perwendel"";"18";"1"
davidchambers"";"14";"-8"
naderman"";"17";"1"
bajtos"";"11";"1"
fiorix"";"1";"-5"
rstacruz"";"3";"8"
thermogl"";"15";"0"
bigtunacan"";"14";"None"
wincent"";"23";"-8"
mAiNiNfEcTiOn"";"22";"0"
felixge"";"11";"1"
felipeelias"";"15";"1"
tute"";"14";"None"
frsyuki"";"23";"-8"
joomla-jenkins"";"3";"None"
yourewelcome"";"13";"-5"
skivvies"";"10";"None"
getify"";"10";"-6"
assaf"";"11";"-8"
danmactough"";"0";"-5"
snkashis"";"14";"-5"
ccabot"";"17";"-5"
Shougo"";"12";"9"
nathanaelkane"";"14";"10"
fredhq"";"10";"-5"
icambron"";"17";"-5"
piwikteam"";"13";"None"
gekitz"";"9";"1"
danwrong"";"19";"-8"
vpulim"";"9";"-5"
mattrobenolt"";"22";"-8"
jedi4ever"";"11";"1"
twcamper"";"18";"-6"
ymendel"";"15";"None"
fernandezpablo85"";"14";"-3"
nirvdrum"";"21";"-5"
fikovnik"";"16";"1"
sehmaschine"";"14";"1"
madhums"";"15";"1"
smarek"";"23";"1"
jyurek"";"11";"-5"
scottkellum"";"22";"-5"
arsduo"";"11";"-6"
froh42"";"2";"None"
davidcoallier"";"14";"0"
ChrisMissal"";"22";"-6"
njakobsen"";"15";"-8"
kenjikobe"";"13";"9"
iolalde"";"3";"None"
solnic"";"11";"0"
dahlbyk"";"21";"-6"
ezkl"";"9";"-5"
jdalton"";"23";"None"
ioerror"";"12";"None"
bradbirdsall"";"20";"-8"
desandro"";"22";"-5"
wbond"";"23";"-5"
bergie"";"17";"1"
rdp"";"17";"-7"
davatron5000"";"16";"-6"
Seldaek"";"17";"1"
zefhemel"";"11";"1"
per-nilsson"";"22";"-8"
pedrocorreia"";"18";"0"
tgpfeiffer"";"9";"None"
daylerees"";"21";"0"
amalloy"";"13";"-8"
lucaong"";"19";"1"
amccollum"";"12";"None"
irrationalfab"";"16";"1"
hornairs"";"14";"-5"
gregschechter"";"14";"None"
doubleyou"";"12";"-8"
zombor"";"9";"-6"
louisstow"";"17";"-8"
victor-homyakov"";"5";"None"
jrgifford"";"16";"-5"
iangreenleaf"";"15";"-8"
floere"";"6";"10"
arnogues"";"12";"None"
cirosantilli"";"13";"1"
RaiMan"";"11";"1"
jskorpan"";"15";"1"
pfn"";"8";"-8"
samuraisam"";"17";"-8"
sorl"";"1";"1"
treyhunner"";"23";"-8"
sork"";"17";"1"
utahta"";"20";"9"
kumilingus"";"8";"None"
tilomitra"";"14";"-6"
nex3"";"16";"-8"
gabriel"";"14";"-8"
amatsuda"";"19";"9"
lepture"";"17";"8"
feross"";"23";"-8"
petehunt"";"17";"-8"
mbest"";"16";"-10"
mperham"";"20";"-8"
shawndavenport"";"12";"-6"
gildegoma"";"0";"1"
JamesKovacs"";"12";"-7"
pamelafox"";"10";"None"
manuelkiessling"";"2";"1"
mshibuya"";"17";"9"
billerickson"";"9";"-6"
spruce"";"14";"None"
iKreativ"";"13";"0"
mattab"";"18";"None"
milohuang"";"7";"None"
ragaskar"";"7";"-8"
hadley"";"8";"-6"
acmetech"";"14";"-5"
braddunbar"";"11";"-5"
tekkub"";"3";"-7"
donavon"";"14";"-5"
Lukasa"";"19";"0"
trishume"";"16";"-5"
commonsguy"";"13";"None"
sunny"";"13";"1"
shnhrrsn"";"12";"-5"
nicolasff"";"11";"0"
hightman"";"15";"8"
antialize"";"17";"1"
stevengill"";"15";"-8"
adoxa"";"17";"None"
paulmillr"";"18";"2"
lsbardel"";"7";"0"
straps"";"12";"1"
johannilsson"";"16";"1"
jbrooksuk"";"10";"0"
alloy"";"17";"1"
savetheclocktower"";"21";"-6"
mason-larobina"";"18";"10"
georgedorn"";"20";"None"
sdmix"";"0";"0"
vmg"";"18";"1"
quirkey"";"17";"-5"
schmittjoh"";"3";"None"
daneden"";"15";"-8"
romainguy"";"20";"None"
jsierles"";"15";"1"
wbotelhos"";"23";"-3"
eduardolundgren"";"19";"-4"
jvashishtha"";"22";"-8"
tsi"";"0";"2"
rafibomb"";"11";"None"
flyerhzm"";"0";"8"
benbrown"";"17";"-6"
brianteeman"";"2";"None"
avit"";"15";"-8"
andytlr"";"11";"10"
auchenberg"";"0";"1"
meleyal"";"16";"1"
mjibson"";"3";"-5"
ezyang"";"15";"-8"
defunctzombie"";"10";"-5"
ebensing"";"14";"-5"
trisweb"";"11";"-5"
jamesaanderson"";"16";"-8"
jimweirich"";"15";"-5"
amenonsen"";"1";"None"
gjohnson"";"0";"-5"
benoitc"";"10";"1"
bradfitz"";"16";"-8"
afeinberg"";"22";"-8"
billf"";"9";"-8"
kstenerud"";"9";"-8"
akv2"";"11";"-5"
glasser"";"16";"-8"
drodriguez"";"0";"1"
koenpunt"";"14";"1"
kylejginavan"";"7";"-6"
hoisie"";"8";"-8"
stephenplusplus"";"11";"-5"
paulhammond"";"15";"-8"
britto"";"0";"-3"
cstigler"";"17";"-8"
nicolasgramlich"";"19";"-8"
KuraFire"";"11";"-8"
docteurklein"";"9";"1"
petejkim"";"19";"-8"
nikic"";"18";"1"
dennisreimann"";"22";"1"
jmathai"";"22";"-8"
Nilos"";"11";"None"
hochang"";"14";"None"
jtsternberg"";"11";"-5"
tibbe"";"18";"1"
percysnoodle"";"3";"None"
stevegury"";"9";"-8"
alxlit"";"19";"None"
qur"";"13";"None"
lizzie"";"16";"8"
oampo"";"15";"0"
yawnt"";"9";"None"
scottgonzalez"";"13";"-5"
masonforest"";"13";"-8"
techlivezheng"";"18";"8"
wibiti"";"11";"None"
domchristie"";"10";"0"
ralphschindler"";"12";"-6"
PedroLamas"";"23";"0"
ConradIrwin"";"10";"-8"
lancee"";"17";"8"
makeusabrew"";"16";"0"
pcreux"";"2";"-8"
condemil"";"12";"3"
0xced"";"14";"1"
cedricss"";"14";"1"
evanw"";"13";"None"
onebit"";"14";"-8"
drbrain"";"17";"-8"
s3u"";"11";"None"
joaosa"";"2";"None"
pkyeck"";"10";"1"
bjorn"";"22";"1"
Silex"";"2";"None"
n8fr8"";"22";"-5"
lojjic"";"23";"-7"
sipa"";"15";"None"
iamstevemckinney"";"6";"None"
mgravell"";"11";"0"
padolsey"";"22";"0"
tonymillion"";"14";"0"
gmarik"";"16";"-6"
sblom"";"16";"-8"
eyeseast"";"22";"-5"
dduponchel"";"21";"1"
cyu"";"9";"-5"
milewise"";"14";"-5"
codebutler"";"17";"-8"
argon"";"22";"0"
mattdipasquale"";"10";"-6"
cunnie"";"18";"-8"
yuedong2"";"13";"None"
DASPRiD"";"15";"1"
